la_code,la_name,date_code,measurement,units,value,type_of_tenure,household_type,age,gender,limiting_long_term_physical_or_mental_health_condition
S12000041,Angus,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.31,All,All,16-34 years,All,All
S12000020,Moray,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.27,All,All,All,All,All
S12000042,Dundee City,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.76,All,All,All,Female,All
S12000023,Orkney Islands,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.46,All,All,All,All,All
S12000018,Inverclyde,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.74,All,All,All,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.12,All,All,All,Male,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.3,All,Pensioners,All,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.27,Rented,All,All,All,All
S12000034,Aberdeenshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.52,All,All,35-64 years,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,With Children,All,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.66,All,Adults,All,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.22,All,All,All,All,All
S12000033,Aberdeen City,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,All,35-64 years,All,All
S12000035,Argyll and Bute,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,All,All,Female,All
S12000035,Argyll and Bute,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.68,All,All,All,Male,All
S12000034,Aberdeenshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.04,All,All,16-34 years,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.04,All,All,All,Female,All
S12000017,Highland,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.52,Owned Outright,All,All,All,All
S12000034,Aberdeenshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.32,All,All,All,Female,All
S12000035,Argyll and Bute,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.43,All,All,16-34 years,All,All
S12000047,Fife,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.43,All,All,16-34 years,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.93,All,All,35-64 years,All,All
S12000045,East Dunbartonshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.93,All,All,All,Female,All
S12000047,Fife,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.68,All,With Children,All,All,All
S12000029,South Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,All,35-64 years,All,All
S12000047,Fife,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.11,All,Pensioners,All,All,All
S12000029,South Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.73,All,All,16-34 years,All,All
S12000045,East Dunbartonshire,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.25,All,All,All,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.94,All,All,16-34 years,All,All
S12000035,Argyll and Bute,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.64,All,All,35-64 years,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.45,Owned Mortgage/Loan,All,All,All,All
S12000047,Fife,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.23,Owned Outright,All,All,All,All
S12000021,North Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.14,Owned Mortgage/Loan,All,All,All,All
S12000047,Fife,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.21,All,All,All,Female,All
S12000021,North Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.03,Rented,All,All,All,All
S12000023,Orkney Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.71,Owned Outright,All,All,All,All
S12000014,Falkirk,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.6,All,All,All,Female,All
S12000010,East Lothian,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.7,All,All,All,Male,All
S12000014,Falkirk,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.55,All,All,All,Male,All
S12000047,Fife,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.66,All,All,All,Male,All
S12000017,Highland,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.28,All,All,All,All,All
S12000029,South Lanarkshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.73,All,All,16-64 years,All,All
S12000028,South Ayrshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.57,All,All,16-64 years,All,All
S12000011,East Renfrewshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.94,All,All,All,Female,All
S12000013,Na h-Eileanan Siar,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,All,Male,All
S12000013,Na h-Eileanan Siar,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.27,All,All,All,Female,All
S12000020,Moray,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.13,Owned Outright,All,All,All,All
S12000021,North Ayrshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.13,All,All,All,Male,All
S12000020,Moray,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.02,All,All,All,Male,All
S12000010,East Lothian,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.12,All,All,All,Female,All
S12000023,Orkney Islands,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.77,All,All,All,Female,All
S12000020,Moray,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.56,Owned Mortgage/Loan,All,All,All,All
S12000020,Moray,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,All,All,Female,All
S12000008,East Ayrshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.83,All,All,All,Female,All
S12000006,Dumfries and Galloway,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.53,All,All,All,Female,All
S12000008,East Ayrshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.72,All,All,All,Male,All
S12000023,Orkney Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.38,Rented,All,All,All,All
S12000026,Scottish Borders,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.62,Owned Outright,All,All,All,All
S12000023,Orkney Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.27,Owned Mortgage/Loan,All,All,All,All
S12000011,East Renfrewshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.6,All,All,All,Male,All
S12000011,East Renfrewshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.7,All,All,16-64 years,All,All
S12000023,Orkney Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.37,All,All,All,All,All
S12000014,Falkirk,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.65,All,All,16-64 years,All,All
S12000013,Na h-Eileanan Siar,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.15,All,All,All,All,All
S12000035,Argyll and Bute,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.19,All,All,16-64 years,All,All
S12000034,Aberdeenshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.03,All,All,16-64 years,All,All
S12000013,Na h-Eileanan Siar,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,All,16-64 years,All,All
S12000008,East Ayrshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.23,All,All,16-64 years,All,All
S12000010,East Lothian,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.4,All,All,16-64 years,All,All
S12000020,Moray,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.11,All,All,16-64 years,All,All
S12000020,Moray,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.87,All,All,All,All,All
S12000005,Clackmannanshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.22,All,All,16-64 years,All,All
S12000006,Dumfries and Galloway,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.5,All,All,16-64 years,All,All
S12000026,Scottish Borders,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.11,All,All,All,All,All
S12000027,Shetland Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.64,All,All,All,All,All
S12000026,Scottish Borders,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.62,All,All,16-64 years,All,All
S12000018,Inverclyde,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,All,All,All,All
S12000027,Shetland Islands,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.1,All,All,16-64 years,All,All
S12000048,Perth and Kinross,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.81,All,All,All,All,All
S12000033,Aberdeen City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.03,All,All,16-64 years,All,All
S12000030,Stirling,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.51,All,All,16-64 years,All,All
S12000039,West Dunbartonshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,All,16-64 years,All,All
S12000011,East Renfrewshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.85,All,All,All,All,All
S12000014,Falkirk,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.51,All,All,All,All,All
S12000038,Renfrewshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.56,All,All,16-64 years,All,All
S12000036,City of Edinburgh,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.76,All,All,16-64 years,All,All
S12000026,Scottish Borders,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.31,Owned Mortgage/Loan,All,All,All,All
S12000006,Dumfries and Galloway,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.46,All,All,All,Male,All
S12000005,Clackmannanshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.88,All,All,All,Female,All
S12000042,Dundee City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.84,All,All,16-34 years,All,All
S12000035,Argyll and Bute,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.93,All,All,35-64 years,All,All
S12000035,Argyll and Bute,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.18,All,All,16-34 years,All,All
S12000029,South Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.72,Owned Outright,All,All,All,All
S12000045,East Dunbartonshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.63,All,All,35-64 years,All,All
S12000026,Scottish Borders,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.73,Rented,All,All,All,All
S12000005,Clackmannanshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.53,All,All,All,Male,All
S12000011,East Renfrewshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.74,Rented,All,All,All,All
S12000042,Dundee City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.49,All,All,35-64 years,All,All
S12000027,Shetland Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.53,Owned Mortgage/Loan,All,All,All,All
S12000013,Na h-Eileanan Siar,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.92,Owned Outright,All,All,All,All
S12000045,East Dunbartonshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.42,All,All,All,Female,All
S12000045,East Dunbartonshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.32,All,All,All,Male,All
S12000041,Angus,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.31,All,All,35-64 years,All,All
S12000040,West Lothian,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,All,35-64 years,All,All
S12000041,Angus,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.59,All,All,16-34 years,All,All
S12000027,Shetland Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.64,Rented,All,All,All,All
S12000045,East Dunbartonshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.73,All,All,16-34 years,All,All
S12000027,Shetland Islands,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.57,Owned Outright,All,All,All,All
S12000019,Midlothian,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.75,All,All,All,Female,All
S12000018,Inverclyde,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.6,All,All,All,Female,All
S12000017,Highland,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.08,All,All,All,Male,All
S12000028,South Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.92,Owned Mortgage/Loan,All,All,All,All
S12000038,Renfrewshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.36,All,All,35-64 years,All,All
S12000020,Moray,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.96,Rented,All,All,All,All
S12000019,Midlothian,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.42,All,All,All,Male,All
S12000019,Midlothian,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.09,Rented,All,All,All,All
S12000023,Orkney Islands,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.05,All,All,All,Male,All
S12000017,Highland,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.32,All,All,All,Female,All
S12000021,North Ayrshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.62,All,All,All,Female,All
S12000021,North Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.66,Owned Outright,All,All,All,All
S12000018,Inverclyde,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.21,All,All,All,Male,All
S12000034,Aberdeenshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.89,All,All,35-64 years,All,All
S12000039,West Dunbartonshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.73,All,All,35-64 years,All,All
S12000029,South Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.3,Owned Mortgage/Loan,All,All,All,All
S12000036,City of Edinburgh,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.66,All,All,16-34 years,All,All
S12000036,City of Edinburgh,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.67,All,All,35-64 years,All,All
S12000033,Aberdeen City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.1,All,All,35-64 years,All,All
S12000034,Aberdeenshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.87,All,All,16-34 years,All,All
S12000040,West Lothian,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.33,All,All,16-34 years,All,All
S12000038,Renfrewshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.47,All,All,16-34 years,All,All
S12000028,South Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22,Rented,All,All,All,All
S12000039,West Dunbartonshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.38,All,All,16-34 years,All,All
S12000028,South Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.64,Owned Outright,All,All,All,All
S12000049,Glasgow City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.37,All,All,All,Male,All
S12000034,Aberdeenshire,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,All,All,All
S12000035,Argyll and Bute,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.47,All,All,All,All,All
S12000027,Shetland Islands,2016-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.16,All,All,All,All,All
S12000006,Dumfries and Galloway,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.49,All,All,All,All,All
S12000050,North Lanarkshire,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.9,All,All,All,All,All
S12000033,Aberdeen City,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.71,All,All,All,All,All
S12000049,Glasgow City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.89,All,All,All,Female,All
S12000034,Aberdeenshire,2016-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.14,All,All,All,All,All
S12000030,Stirling,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.76,All,All,All,All,All
S12000050,North Lanarkshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.95,All,All,All,Female,All
S12000049,Glasgow City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.84,All,All,35-64 years,All,All
S12000033,Aberdeen City,2016-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.78,All,All,All,All,All
S12000049,Glasgow City,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,All,Female,All
S12000049,Glasgow City,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.8,All,All,All,Male,All
S12000008,East Ayrshire,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.92,All,All,All,All,All
S12000050,North Lanarkshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.67,All,With Children,All,All,All
S12000050,North Lanarkshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.46,All,All,16-34 years,All,All
S12000026,Scottish Borders,2016-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,All,All,All
S12000005,Clackmannanshire,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.38,All,All,All,All,All
S12000049,Glasgow City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.02,All,All,All,All,All
S12000049,Glasgow City,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.04,Rented,All,All,All,All
S12000010,East Lothian,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.8,All,All,All,All,All
S12000033,Aberdeen City,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.86,All,All,16-64 years,All,All
S12000030,Stirling,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.71,All,All,16-64 years,All,All
S12000049,Glasgow City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.96,All,Adults,All,All,All
S12000021,North Ayrshire,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.33,All,All,All,All,All
S12000020,Moray,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.73,All,All,All,All,All
S12000050,North Lanarkshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.33,Owned Mortgage/Loan,All,All,All,All
S12000049,Glasgow City,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.63,Owned Outright,All,All,All,All
S12000050,North Lanarkshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.79,All,All,All,Male,All
S12000030,Stirling,2016-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,All,All,All
S12000027,Shetland Islands,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.25,All,All,All,All,All
S12000050,North Lanarkshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.57,Owned Outright,All,All,All,All
S12000049,Glasgow City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,All,16-34 years,All,All
S12000050,North Lanarkshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.75,All,All,All,All,All
S12000049,Glasgow City,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,All,35-64 years,All,All
S12000029,South Lanarkshire,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,All,All,All,All
S12000049,Glasgow City,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.9,All,All,16-34 years,All,All
S12000036,City of Edinburgh,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.52,All,All,All,All,All
S12000038,Renfrewshire,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.36,All,All,All,All,All
S12000028,South Ayrshire,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.68,All,All,16-64 years,All,All
S12000039,West Dunbartonshire,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.7,All,All,All,All,All
S12000050,North Lanarkshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.38,All,All,16-64 years,All,All
S12000029,South Lanarkshire,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.13,All,All,16-64 years,All,All
S12000026,Scottish Borders,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.82,All,All,All,All,All
S12000049,Glasgow City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.61,All,With Children,All,All,All
S12000023,Orkney Islands,2014-2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.08,All,All,All,All,All
S12000042,Dundee City,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.31,All,All,16-64 years,All,All
S12000050,North Lanarkshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.83,All,All,16-64 years,All,All
S12000050,North Lanarkshire,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.08,All,All,16-64 years,All,All
S12000049,Glasgow City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.23,All,With Children,All,All,All
